satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
satisfied,Female,LoyalCustomer,50,Businesstravel,Business,2470,24,52
satisfied,Male,LoyalCustomer,34,Businesstravel,Eco,2371,56,52
dissatisfied,Male,disloyalCustomer,8,PersonalTravel,Eco,2000,57,52
dissatisfied,Male,LoyalCustomer,14,PersonalTravel,Eco,2671,16,51
satisfied,Female,LoyalCustomer,49,PersonalTravel,Eco,1668,22,51
satisfied,Female,LoyalCustomer,25,PersonalTravel,Eco,1764,0,51
dissatisfied,Male,LoyalCustomer,10,PersonalTravel,Eco,1492,60,51
satisfied,Female,LoyalCustomer,60,PersonalTravel,Eco,478,62,51
dissatisfied,Male,LoyalCustomer,33,PersonalTravel,Eco,1854,43,51
dissatisfied,Male,LoyalCustomer,45,PersonalTravel,Eco,1253,60,51
satisfied,Female,LoyalCustomer,44,PersonalTravel,Eco,1058,61,51
dissatisfied,Male,LoyalCustomer,38,PersonalTravel,EcoPlus,2217,67,51
satisfied,Female,LoyalCustomer,31,PersonalTravel,Eco,2225,47,51
satisfied,Female,LoyalCustomer,36,PersonalTravel,Business,1254,42,51
dissatisfied,Male,LoyalCustomer,9,PersonalTravel,Eco,2099,60,51
satisfied,Female,LoyalCustomer,44,PersonalTravel,Eco,353,47,51
dissatisfied,Male,LoyalCustomer,9,PersonalTravel,Business,1497,51,51
dissatisfied,Male,LoyalCustomer,47,PersonalTravel,Eco,1730,44,51
dissatisfied,Male,LoyalCustomer,31,PersonalTravel,Eco,1687,31,51
dissatisfied,Male,LoyalCustomer,51,PersonalTravel,Eco,1772,56,51
dissatisfied,Male,LoyalCustomer,62,PersonalTravel,Eco,1291,50,51
dissatisfied,Male,LoyalCustomer,44,PersonalTravel,EcoPlus,2043,63,51
satisfied,Female,LoyalCustomer,39,PersonalTravel,Eco,2361,6,51
dissatisfied,Male,LoyalCustomer,55,PersonalTravel,Eco,3593,31,51
satisfied,Female,LoyalCustomer,39,PersonalTravel,Eco,1876,40,51
satisfied,Female,LoyalCustomer,7,PersonalTravel,EcoPlus,2148,57,51
satisfied,Female,LoyalCustomer,47,PersonalTravel,Eco,472,45,51
satisfied,Female,LoyalCustomer,31,PersonalTravel,Eco,2946,68,51
dissatisfied,Male,LoyalCustomer,30,PersonalTravel,Eco,2103,69,51
dissatisfied,Male,LoyalCustomer,57,PersonalTravel,Eco,2843,68,51
satisfied,Female,LoyalCustomer,27,PersonalTravel,Business,2014,51,51
satisfied,Female,LoyalCustomer,22,PersonalTravel,Eco,1990,61,51
satisfied,Female,LoyalCustomer,16,PersonalTravel,Eco,2475,6,51
dissatisfied,Male,LoyalCustomer,51,PersonalTravel,Eco,2267,62,51
dissatisfied,Male,LoyalCustomer,63,PersonalTravel,Eco,2393,54,51
satisfied,Female,LoyalCustomer,28,PersonalTravel,Eco,2402,17,51
satisfied,Female,LoyalCustomer,13,PersonalTravel,Eco,2161,55,51
dissatisfied,Male,LoyalCustomer,34,PersonalTravel,Eco,1649,62,51
satisfied,Female,LoyalCustomer,46,PersonalTravel,Eco,840,0,51
satisfied,Female,LoyalCustomer,61,PersonalTravel,Business,587,0,51
satisfied,Female,LoyalCustomer,54,PersonalTravel,EcoPlus,557,43,51
dissatisfied,Male,LoyalCustomer,33,PersonalTravel,Eco,3977,56,51
dissatisfied,Male,LoyalCustomer,7,PersonalTravel,Eco,1417,5,51
dissatisfied,Male,LoyalCustomer,57,PersonalTravel,Eco,2778,60,51
dissatisfied,Male,LoyalCustomer,52,PersonalTravel,EcoPlus,1971,55,51
satisfied,Female,LoyalCustomer,63,PersonalTravel,Eco,1548,73,51
satisfied,Female,LoyalCustomer,10,PersonalTravel,Eco,1822,57,51
satisfied,Female,LoyalCustomer,59,PersonalTravel,Eco,220,31,51
satisfied,Female,LoyalCustomer,61,PersonalTravel,Eco,135,50,51
satisfied,Female,LoyalCustomer,36,PersonalTravel,Eco,2183,41,51
dissatisfied,Male,LoyalCustomer,27,PersonalTravel,EcoPlus,3122,18,51
satisfied,Female,LoyalCustomer,67,PersonalTravel,EcoPlus,533,63,51
dissatisfied,Female,LoyalCustomer,26,PersonalTravel,Eco,1504,44,51
dissatisfied,Male,LoyalCustomer,19,PersonalTravel,Eco,1504,51,51
dissatisfied,Female,LoyalCustomer,63,PersonalTravel,Eco,1238,0,51
dissatisfied,Female,LoyalCustomer,66,PersonalTravel,Eco,212,52,51
dissatisfied,Male,LoyalCustomer,18,PersonalTravel,EcoPlus,2379,28,51
dissatisfied,Female,LoyalCustomer,58,PersonalTravel,Eco,799,36,51
dissatisfied,Female,LoyalCustomer,9,PersonalTravel,EcoPlus,1113,0,51
dissatisfied,Female,LoyalCustomer,17,PersonalTravel,Eco,1289,57,51
dissatisfied,Female,LoyalCustomer,65,PersonalTravel,Eco,1312,58,51
dissatisfied,Male,LoyalCustomer,42,PersonalTravel,EcoPlus,2352,66,51
dissatisfied,Male,LoyalCustomer,48,PersonalTravel,Eco,2031,49,51
dissatisfied,Male,LoyalCustomer,66,PersonalTravel,Eco,2471,66,51
dissatisfied,Male,LoyalCustomer,58,PersonalTravel,Eco,2021,48,51
dissatisfied,Female,LoyalCustomer,12,PersonalTravel,Eco,1964,43,51
dissatisfied,Male,LoyalCustomer,33,PersonalTravel,EcoPlus,1947,48,51
dissatisfied,Male,LoyalCustomer,16,PersonalTravel,Eco,1497,49,51
dissatisfied,Female,LoyalCustomer,60,PersonalTravel,Eco,676,64,51
satisfied,Male,LoyalCustomer,12,PersonalTravel,Eco,1691,54,51
satisfied,Male,LoyalCustomer,26,PersonalTravel,Eco,2105,56,51
satisfied,Male,LoyalCustomer,43,PersonalTravel,Business,2535,60,51
satisfied,Female,LoyalCustomer,9,PersonalTravel,Business,1356,27,51
satisfied,Female,disloyalCustomer,29,Businesstravel,Business,2149,4,51
satisfied,Female,disloyalCustomer,26,Businesstravel,Business,1161,50,51
dissatisfied,Female,disloyalCustomer,43,Businesstravel,Eco,1777,43,51
dissatisfied,Female,disloyalCustomer,45,Businesstravel,Eco,1859,48,51
dissatisfied,Female,disloyalCustomer,85,Businesstravel,Business,2837,57,51
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Business,2225,55,51
dissatisfied,Male,disloyalCustomer,29,Businesstravel,Business,2887,51,51
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2395,61,51
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,2145,36,51
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1736,60,51
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1973,43,51
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Business,1887,65,51
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1072,39,51
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Business,1855,65,51
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1278,52,51
dissatisfied,Male,disloyalCustomer,61,Businesstravel,Business,1582,56,51
dissatisfied,Female,disloyalCustomer,15,Businesstravel,Eco,2398,50,51
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1962,19,51
dissatisfied,Female,disloyalCustomer,28,Businesstravel,Eco,2401,22,51
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,2021,64,51
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Business,1332,41,51
dissatisfied,Female,disloyalCustomer,26,Businesstravel,EcoPlus,1905,65,51
dissatisfied,Female,disloyalCustomer,15,Businesstravel,EcoPlus,2605,25,51
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1533,62,51
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1461,19,51
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1945,42,51
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1714,47,51
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1257,64,51
dissatisfied,Female,disloyalCustomer,36,Businesstravel,EcoPlus,1409,64,51
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1617,4,51
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,2024,19,51
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1640,55,51
dissatisfied,Male,disloyalCustomer,55,Businesstravel,Eco,1358,64,51
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2519,12,51
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2517,50,51
dissatisfied,Male,disloyalCustomer,29,Businesstravel,Business,2229,48,51
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,2067,10,51
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1702,59,51
dissatisfied,Female,disloyalCustomer,33,Businesstravel,Eco,1817,40,51
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1084,55,51
satisfied,Female,disloyalCustomer,23,Businesstravel,Business,1450,54,51
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Eco,1791,51,51
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1810,52,51
satisfied,Female,disloyalCustomer,50,Businesstravel,Business,3491,67,51
dissatisfied,Male,disloyalCustomer,43,Businesstravel,Business,2417,59,51
dissatisfied,Female,disloyalCustomer,45,Businesstravel,Eco,1494,52,51
satisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1751,55,51
satisfied,Male,disloyalCustomer,24,Businesstravel,Business,2739,59,51
satisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1470,54,51
satisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1658,9,51
satisfied,Male,disloyalCustomer,27,Businesstravel,Business,2348,61,51
satisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2495,56,51
satisfied,Male,disloyalCustomer,27,Businesstravel,Business,1645,28,51
satisfied,Male,LoyalCustomer,59,Businesstravel,Business,327,60,51
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,1735,57,51
satisfied,Male,LoyalCustomer,32,Businesstravel,Eco,1696,45,51
satisfied,Male,LoyalCustomer,27,Businesstravel,Eco,1698,57,51
satisfied,Female,LoyalCustomer,27,Businesstravel,EcoPlus,2357,0,51
dissatisfied,Female,LoyalCustomer,41,Businesstravel,Business,1607,49,51
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Eco,2183,45,51
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Business,903,55,51
dissatisfied,Male,LoyalCustomer,41,Businesstravel,Eco,1447,54,51
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Eco,1477,31,51
dissatisfied,Female,LoyalCustomer,22,Businesstravel,Business,3670,46,51
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,1330,52,51
dissatisfied,Female,LoyalCustomer,72,Businesstravel,Business,1816,0,51
dissatisfied,Female,LoyalCustomer,39,Businesstravel,Eco,1455,28,51
dissatisfied,Female,LoyalCustomer,14,Businesstravel,EcoPlus,1953,50,51
dissatisfied,Female,LoyalCustomer,31,Businesstravel,Business,3906,0,51
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,2511,60,51
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Business,2340,59,51
dissatisfied,Female,LoyalCustomer,44,Businesstravel,Eco,2138,0,51
satisfied,Female,LoyalCustomer,32,Businesstravel,Business,2939,65,51
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,1517,35,51
satisfied,Male,LoyalCustomer,45,Businesstravel,Business,643,32,51
satisfied,Male,LoyalCustomer,61,Businesstravel,Business,463,69,51
dissatisfied,Female,LoyalCustomer,37,Businesstravel,EcoPlus,1595,33,51
dissatisfied,Male,LoyalCustomer,49,Businesstravel,Business,373,54,51
dissatisfied,Female,LoyalCustomer,58,Businesstravel,EcoPlus,60,30,51
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,5155,54,51
dissatisfied,Male,LoyalCustomer,45,Businesstravel,Eco,2771,41,51
dissatisfied,Female,LoyalCustomer,39,Businesstravel,Eco,1536,62,51
satisfied,Female,LoyalCustomer,47,Businesstravel,Business,442,66,51
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,2583,64,51
dissatisfied,Male,LoyalCustomer,42,Businesstravel,Business,2259,56,51
dissatisfied,Male,LoyalCustomer,80,Businesstravel,Business,3381,56,51
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,2188,11,51
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Eco,410,63,51
dissatisfied,Female,LoyalCustomer,47,Businesstravel,Eco,429,62,51
satisfied,Female,LoyalCustomer,33,Businesstravel,Business,619,53,51
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,803,55,51
dissatisfied,Male,LoyalCustomer,57,Businesstravel,Business,618,60,51
dissatisfied,Male,LoyalCustomer,18,Businesstravel,Business,3951,36,51
dissatisfied,Male,LoyalCustomer,14,Businesstravel,Business,4210,36,51
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Business,3426,64,51
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Eco,2592,63,51
dissatisfied,Male,LoyalCustomer,12,Businesstravel,Business,2356,59,51
dissatisfied,Male,LoyalCustomer,42,Businesstravel,Business,2044,51,51
dissatisfied,Male,LoyalCustomer,35,Businesstravel,EcoPlus,2211,60,51
dissatisfied,Female,LoyalCustomer,14,Businesstravel,EcoPlus,2264,12,51
dissatisfied,Male,LoyalCustomer,13,Businesstravel,Eco,2031,40,51
dissatisfied,Female,LoyalCustomer,25,Businesstravel,Eco,1362,57,51
satisfied,Female,LoyalCustomer,52,Businesstravel,Eco,775,57,51
dissatisfied,Female,LoyalCustomer,42,Businesstravel,Business,334,52,51
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,97,67,51
satisfied,Male,LoyalCustomer,59,Businesstravel,Eco,2738,59,51
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,1420,68,51
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,3863,55,51
satisfied,Male,LoyalCustomer,47,Businesstravel,Business,2984,56,51
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,2079,51,51
satisfied,Female,LoyalCustomer,27,Businesstravel,Business,1632,46,51
satisfied,Female,LoyalCustomer,24,Businesstravel,Business,1650,64,51
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,526,48,51
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,3610,50,51
satisfied,Male,LoyalCustomer,57,Businesstravel,Business,463,35,51
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,3525,63,51
satisfied,Male,LoyalCustomer,32,Businesstravel,Business,2197,61,51
satisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1902,37,51
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,1852,52,51
satisfied,Male,LoyalCustomer,60,Businesstravel,Business,352,46,51
dissatisfied,Male,LoyalCustomer,26,Businesstravel,Business,4065,73,51
satisfied,Female,LoyalCustomer,55,Businesstravel,Eco,717,52,51
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,1070,47,51
dissatisfied,Male,LoyalCustomer,30,Businesstravel,Business,2497,34,51
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Eco,1859,45,51
dissatisfied,Female,LoyalCustomer,22,Businesstravel,Business,3704,46,51
satisfied,Female,LoyalCustomer,28,Businesstravel,Business,4925,57,51
satisfied,Female,LoyalCustomer,53,Businesstravel,Business,1847,0,51
satisfied,Female,LoyalCustomer,26,Businesstravel,Business,3362,49,51
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Business,2063,20,51
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,595,45,51
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,570,55,51
satisfied,Female,LoyalCustomer,37,Businesstravel,Business,485,60,51
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,2795,59,51
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,1312,22,51
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,1991,46,51
satisfied,Female,LoyalCustomer,40,Businesstravel,Business,638,62,51
satisfied,Female,LoyalCustomer,51,Businesstravel,Business,390,54,51
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,258,49,51
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,3257,57,51
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,423,58,51
satisfied,Female,LoyalCustomer,31,Businesstravel,Business,4861,53,51
satisfied,Male,LoyalCustomer,28,Businesstravel,Business,4463,45,51
satisfied,Male,LoyalCustomer,35,Businesstravel,Eco,1193,62,51
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,793,16,51
satisfied,Female,LoyalCustomer,57,Businesstravel,Business,3308,64,51
satisfied,Male,LoyalCustomer,32,Businesstravel,Business,3831,50,51
satisfied,Female,LoyalCustomer,60,Businesstravel,Business,1533,49,51
satisfied,Female,LoyalCustomer,38,Businesstravel,Business,701,32,51
satisfied,Female,LoyalCustomer,52,Businesstravel,Business,1284,68,51
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1719,54,51
satisfied,Female,LoyalCustomer,56,Businesstravel,Business,709,47,51
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,4020,53,51
satisfied,Male,LoyalCustomer,33,Businesstravel,EcoPlus,2259,34,51
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,2906,28,51
satisfied,Female,LoyalCustomer,51,Businesstravel,Business,1597,36,51
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,2799,54,51
satisfied,Female,LoyalCustomer,55,Businesstravel,Business,3936,15,51
satisfied,Male,LoyalCustomer,39,Businesstravel,Business,1827,46,51
satisfied,Male,LoyalCustomer,22,Businesstravel,Business,2887,64,51
satisfied,Female,LoyalCustomer,34,Businesstravel,Business,959,58,51
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,2964,68,51
satisfied,Male,LoyalCustomer,48,Businesstravel,Eco,1093,54,51
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,1973,46,51
satisfied,Male,LoyalCustomer,45,Businesstravel,Eco,1287,63,51
satisfied,Female,LoyalCustomer,38,Businesstravel,Business,2245,41,51
satisfied,Male,LoyalCustomer,20,Businesstravel,Business,4610,45,51
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,394,53,51
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,289,39,51
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,2596,60,51
satisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1475,57,51
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,3256,53,51
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,2365,47,51
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,958,63,51
satisfied,Male,LoyalCustomer,56,Businesstravel,Business,3998,74,51
satisfied,Male,LoyalCustomer,41,Businesstravel,Eco,2144,30,51
satisfied,Male,LoyalCustomer,56,Businesstravel,Business,1848,69,51
satisfied,Male,LoyalCustomer,56,Businesstravel,Business,2718,50,51
satisfied,Female,LoyalCustomer,32,Businesstravel,Business,2836,47,51
satisfied,Female,LoyalCustomer,60,Businesstravel,Business,1114,88,51
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,2546,37,51
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,3914,53,51
dissatisfied,Male,disloyalCustomer,54,PersonalTravel,EcoPlus,1927,54,51
satisfied,Female,LoyalCustomer,54,PersonalTravel,Eco,1858,64,50
dissatisfied,Male,LoyalCustomer,16,PersonalTravel,Eco,1799,35,50
dissatisfied,Male,LoyalCustomer,15,PersonalTravel,EcoPlus,1412,34,50
satisfied,Female,LoyalCustomer,70,PersonalTravel,Eco,491,63,50
satisfied,Female,LoyalCustomer,14,PersonalTravel,Eco,2076,49,50
satisfied,Female,LoyalCustomer,10,PersonalTravel,Eco,1928,22,50
dissatisfied,Male,LoyalCustomer,18,PersonalTravel,Eco,2411,34,50
satisfied,Female,LoyalCustomer,51,PersonalTravel,Eco,590,56,50
satisfied,Female,LoyalCustomer,9,PersonalTravel,Eco,3677,0,50
satisfied,Female,LoyalCustomer,17,PersonalTravel,Eco,1932,56,50
satisfied,Female,LoyalCustomer,33,PersonalTravel,Eco,2094,57,50
dissatisfied,Male,LoyalCustomer,31,PersonalTravel,Eco,3082,46,50
satisfied,Female,LoyalCustomer,37,PersonalTravel,Eco,1877,63,50
dissatisfied,Male,LoyalCustomer,39,PersonalTravel,Eco,2513,48,50
satisfied,Female,LoyalCustomer,25,PersonalTravel,Eco,1340,66,50
dissatisfied,Male,LoyalCustomer,34,PersonalTravel,Eco,1403,45,50
satisfied,Female,LoyalCustomer,23,PersonalTravel,Eco,2269,54,50
satisfied,Female,LoyalCustomer,45,PersonalTravel,Business,260,47,50
dissatisfied,Male,LoyalCustomer,15,PersonalTravel,Eco,1769,49,50
dissatisfied,Male,LoyalCustomer,55,PersonalTravel,Eco,2115,27,50
satisfied,Female,LoyalCustomer,7,PersonalTravel,EcoPlus,1772,61,50
satisfied,Female,LoyalCustomer,52,PersonalTravel,Eco,1214,19,50
dissatisfied,Male,LoyalCustomer,62,PersonalTravel,Eco,2715,57,50
satisfied,Female,LoyalCustomer,57,PersonalTravel,Eco,1763,32,50
satisfied,Female,LoyalCustomer,19,PersonalTravel,Business,2372,37,50
satisfied,Female,LoyalCustomer,17,PersonalTravel,Eco,2433,2,50
satisfied,Female,LoyalCustomer,60,PersonalTravel,Eco,1069,69,50
satisfied,Female,LoyalCustomer,24,PersonalTravel,Eco,1753,52,50
satisfied,Female,LoyalCustomer,21,PersonalTravel,Eco,2091,45,50
dissatisfied,Male,LoyalCustomer,21,PersonalTravel,Eco,2091,38,50
satisfied,Female,LoyalCustomer,18,PersonalTravel,Eco,2186,35,50
